,tactic_href,Overall WIN %,Overall LOSS %,Overall DRAW %,Overall POINTS PER GAME,Overall MATCHES WON,Overall MATCHES LOST,Overall MATCHES DRAW,Overall TOTAL POINTS,Overall GOAL SCORED,Overall GOAL PER MATCH,Overall GOAL CONCEDED,Overall CONCEDED PER MATCH,Overall GOAL DIFFERENCE,Subtop WIN %,Subtop LOSS %,Subtop DRAW %,Subtop POINTS PER GAME,Subtop MATCHES WON,Subtop MATCHES LOST,Subtop MATCHES DRAW,Subtop TOTAL POINTS,Subtop GOAL SCORED,Subtop GOAL PER MATCH,Subtop GOAL CONCEDED,Subtop CONCEDED PER MATCH,Subtop GOAL DIFFERENCE,Underdog WIN %,Underdog LOSS %,Underdog DRAW %,Underdog POINTS PER GAME,Underdog MATCHES WON,Underdog MATCHES LOST,Underdog MATCHES DRAW,Underdog TOTAL POINTS,Underdog GOAL SCORED,Underdog GOAL PER MATCH,Underdog GOAL CONCEDED,Underdog CONCEDED PER MATCH,Underdog GOAL DIFFERENCE,download_href,Author,Name,Formation,Game Version,Date Tested
264,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-3-2-1-222-v46-tweak-579333-6092,45.63,30.63,23.75,1.61,73,49,38,257,315,1.97,240,1.50,75,58.75,22.50,18.75,1.95,47,18,15,156,184,2.30,93,1.16,91,32.50,38.75,28.75,1.26,26,31,23,101,131,1.64,147,1.84,-16,https://fm-base.co.uk/resources/6092/download?file=579333,soramon,CZY 4-3-2-1 22.2 V46 Tweak,4-1-2-2-1,22.4.1,4 February 2022
265,https://beta.fm-base.co.uk/tactics/22.4.1/el-pistolero-581850-6146,48.13,36.25,15.63,1.60,77,58,25,256,320,2.00,252,1.57,68,56.25,30.00,13.75,1.82,45,24,11,146,167,2.09,107,1.34,60,40.00,42.50,17.50,1.38,32,34,14,110,153,1.91,145,1.81,8,https://fm-base.co.uk/resources/6146/download?file=581850,Tisba86,El Pistolero,5-2-1-2,22.4.1,27 February 2022
266,https://beta.fm-base.co.uk/tactics/22.4.1/carno-3-2-2-3-0-strikerless-573105-5960,48.75,37.50,13.75,1.60,78,60,22,256,344,2.15,286,1.79,58,67.50,18.75,13.75,2.16,54,15,11,173,202,2.52,101,1.26,101,30.00,56.25,13.75,1.04,24,45,11,83,142,1.77,185,2.31,-43,https://fm-base.co.uk/resources/5960/download?file=573105,coinbirdfm,Carno [3-2-2-3-0 Strikerless],3-2-2-3-0,22.4.1,4 January 2022
267,https://beta.fm-base.co.uk/tactics/22.4.1/invincible-tactic-dortmund-4-1-3-2-beta-tactic-v2-565527-5705,46.88,33.75,19.38,1.60,75,54,31,256,389,2.43,315,1.97,74,62.50,22.50,15.00,2.02,50,18,12,162,217,2.71,108,1.35,109,31.25,45.00,23.75,1.18,25,36,19,94,172,2.15,207,2.59,-35,https://fm-base.co.uk/resources/5705/download?file=565527,SCORCH123,INVINCIBLE TACTIC Dortmund 4-1-3-2 (beta tactic) V2,4-1-3-2,22.4.1,13 December 2021
268,https://beta.fm-base.co.uk/tactics/22.4.1/vertical-tikitaka-433-wide-most-realistic-and-beautiful-tactic-double-winner-with-brighton-582789-6166,45.00,30.00,25.00,1.60,72,48,40,256,276,1.73,215,1.34,61,57.50,20.00,22.50,1.95,46,16,18,156,161,2.01,96,1.20,65,32.50,40.00,27.50,1.25,26,32,22,100,115,1.44,119,1.49,-4,https://fm-base.co.uk/resources/6166/download?file=582789,Uygar89,Vertical TikiTaka 433-Wide| Most realistic and beautiful tactic| Double winner with Brighton,4-1-2-2-1,22.4.1,7 March 2022
269,https://beta.fm-base.co.uk/tactics/22.4.1/great-white-north-585611-6245,46.88,33.75,19.38,1.60,75,54,31,256,350,2.19,286,1.79,64,66.25,17.50,16.25,2.15,53,14,13,172,196,2.45,104,1.30,92,27.50,50.00,22.50,1.05,22,40,18,84,154,1.93,182,2.27,-28,https://fm-base.co.uk/resources/6245/download?file=585611,dustin722,Great White North,4-3-1-2,22.4.1,22 April 2022
270,https://beta.fm-base.co.uk/tactics/22.4.1/stefano-pioli-masterclass-tactic-565888-5735,46.88,33.75,19.38,1.60,75,54,31,256,298,1.86,228,1.43,70,63.75,18.75,17.50,2.09,51,15,14,167,165,2.06,79,0.99,86,30.00,48.75,21.25,1.11,24,39,17,89,133,1.66,149,1.86,-16,https://fm-base.co.uk/resources/5735/download?file=565888,themaiden83,Stefano Pioli Masterclass Tactic,4-1-1-3-1,22.4.1,13 December 2021
271,https://beta.fm-base.co.uk/tactics/22.4.1/xavi-masterclass-tactic-571339-5930,46.25,33.13,20.63,1.59,74,53,33,255,281,1.76,241,1.51,40,58.75,18.75,22.50,1.99,47,15,18,159,171,2.14,98,1.23,73,33.75,47.50,18.75,1.20,27,38,15,96,110,1.38,143,1.79,-33,https://fm-base.co.uk/resources/5930/download?file=571339,themaiden83,XAVI Masterclass TACTIC,4-1-2-2-1,22.4.1,20 December 2021
272,https://beta.fm-base.co.uk/tactics/22.4.1/crackwaltz-v16-571650-5938,47.50,35.63,16.88,1.59,76,57,27,255,366,2.29,315,1.97,51,70.00,16.25,13.75,2.24,56,13,11,179,221,2.76,104,1.30,117,25.00,55.00,20.00,0.95,20,44,16,76,145,1.81,211,2.64,-66,https://fm-base.co.uk/resources/5938/download?file=571650,magicnut,💊💊🏆🏆CrackWaltz v1.6🏆🏆🔥💊💊,4-1-3-2,22.4.1,23 December 2021
273,https://beta.fm-base.co.uk/tactics/22.4.1/5-2-3-571679-5939,46.25,33.13,20.63,1.59,74,53,33,255,335,2.09,274,1.71,61,60.00,18.75,21.25,2.01,48,15,17,161,185,2.31,110,1.38,75,32.50,47.50,20.00,1.18,26,38,16,94,150,1.88,164,2.05,-14,https://fm-base.co.uk/resources/5939/download?file=571679,goosey54,5-2-3,5-2-3,22.4.1,23 December 2021
274,https://beta.fm-base.co.uk/tactics/22.4.1/pep-guardiola-2022-tactic-in-the-game-577997-6067,47.50,35.63,16.88,1.59,76,57,27,255,308,1.93,250,1.56,58,57.50,26.25,16.25,1.89,46,21,13,151,170,2.13,94,1.18,76,37.50,45.00,17.50,1.30,30,36,14,104,138,1.73,156,1.95,-18,https://fm-base.co.uk/resources/6067/download?file=577997,lightostekmegi,Pep Guardiola 2022 Tactic (In the game!),4-1-2-2-1,22.4.1,29 January 2022
275,https://beta.fm-base.co.uk/tactics/22.4.1/2022-poison-king-tactics-return-go-parallel-to-433total-football-583965-6188,44.38,29.38,26.25,1.59,71,47,42,255,395,2.47,284,1.77,111,50.00,26.25,23.75,1.74,40,21,19,139,213,2.66,132,1.65,81,38.75,32.50,28.75,1.45,31,26,23,116,182,2.27,152,1.90,30,https://fm-base.co.uk/resources/6188/download?file=583965,Yelechan,2022 poison King tactics return! Go parallel to 433total football!,4-3-3,22.4.1,22 April 2022
276,https://beta.fm-base.co.uk/tactics/22.4.1/fm22-4-4-2-stylekiller-v-1-565414-5695,45.63,31.87,22.50,1.59,73,51,36,255,335,2.09,285,1.78,50,62.50,17.50,20.00,2.08,50,14,16,166,188,2.35,98,1.23,90,28.75,46.25,25.00,1.11,23,37,20,89,147,1.84,187,2.34,-40,https://fm-base.co.uk/resources/5695/download?file=565414,lisa-,fm22 (4-4-2) @stylekiller@ v-1,4-4-2,22.4.1,13 December 2021
277,https://beta.fm-base.co.uk/tactics/22.4.1/wide-assault-587790-6389,48.13,37.50,14.37,1.59,77,60,23,254,316,1.98,261,1.63,55,58.75,26.25,15.00,1.91,47,21,12,153,174,2.17,100,1.25,74,37.50,48.75,13.75,1.26,30,39,11,101,142,1.77,161,2.01,-19,https://fm-base.co.uk/resources/6389/download?file=587790,hotspur21,Wide Assault,5-2-2-1,22.4.1,18 May 2022
278,https://beta.fm-base.co.uk/tactics/22.4.1/vineys-offset-4-2-3-1-585345-6230,47.50,36.25,16.25,1.59,76,58,26,254,306,1.91,299,1.87,7,60.00,25.00,15.00,1.95,48,20,12,156,166,2.08,123,1.54,43,35.00,47.50,17.50,1.23,28,38,14,98,140,1.75,176,2.20,-36,https://fm-base.co.uk/resources/6230/download?file=585345,viney,Viney's Offset 4-2-3-1,4-1-1-3-1,22.4.1,22 April 2022
279,https://beta.fm-base.co.uk/tactics/22.4.1/ralf-rangnick-masterclass-566533-5752,45.00,31.25,23.75,1.59,72,50,38,254,323,2.02,263,1.64,60,56.25,18.75,25.00,1.94,45,15,20,155,181,2.26,105,1.31,76,33.75,43.75,22.50,1.24,27,35,18,99,142,1.77,158,1.98,-16,https://fm-base.co.uk/resources/5752/download?file=566533,themaiden83,RALF RANGNICK MASTERCLASS,4-4-2,22.4.1,13 December 2021
280,https://beta.fm-base.co.uk/tactics/22.4.1/5-2-2-1-wcblibero-570945-5908,44.38,30.00,25.62,1.59,71,48,41,254,256,1.60,214,1.34,42,60.00,15.00,25.00,2.05,48,12,20,164,152,1.90,84,1.05,68,28.75,45.00,26.25,1.13,23,36,21,90,104,1.30,130,1.63,-26,https://fm-base.co.uk/resources/5908/download?file=570945,aeronautz,5-2-2-1 WCB+Libero,5-2-2-1,22.4.1,17 December 2021
281,https://beta.fm-base.co.uk/tactics/22.4.1/relentless-4-4-2-by-rdf-4-4-2-tactic-guide-and-tutorial-567678-5799,46.88,35.00,18.13,1.59,75,56,29,254,359,2.24,315,1.97,44,56.25,30.00,13.75,1.82,45,24,11,146,198,2.48,136,1.70,62,37.50,40.00,22.50,1.35,30,32,18,108,161,2.01,179,2.24,-18,https://fm-base.co.uk/resources/5799/download?file=567678,RDF tactics,RELENTLESS 4-4-2 BY RDF | 4-4-2 TACTIC GUIDE AND TUTORIAL,4-4-2,22.4.1,13 December 2021
282,https://beta.fm-base.co.uk/tactics/22.4.1/czy-4-3-2-1-222-v43-579095-6086,46.25,34.38,19.38,1.58,74,55,31,253,292,1.82,240,1.50,52,63.75,15.00,21.25,2.13,51,12,17,170,177,2.21,81,1.01,96,28.75,53.75,17.50,1.04,23,43,14,83,115,1.44,159,1.99,-44,https://fm-base.co.uk/resources/6086/download?file=579095,soramon,CZY 4-3-2-1 22.2 V43,4-1-2-2-1,22.4.1,3 February 2022
283,https://beta.fm-base.co.uk/tactics/22.4.1/4-1-4-1-lower-league-domination-569697-5865,46.25,34.38,19.38,1.58,74,55,31,253,279,1.74,236,1.48,43,65.00,18.75,16.25,2.11,52,15,13,169,178,2.23,91,1.14,87,27.50,50.00,22.50,1.05,22,40,18,84,101,1.26,145,1.81,-44,https://fm-base.co.uk/resources/5865/download?file=569697,i_am_a_God,4-1-4-1 Lower League Domination,4-1-4-1,22.4.1,13 December 2021
284,https://beta.fm-base.co.uk/tactics/22.4.1/4-1-3-2-narrow-positive-vertical-tikitaka-583003-6174,46.25,34.38,19.38,1.58,74,55,31,253,305,1.91,276,1.73,29,63.75,21.25,15.00,2.06,51,17,12,165,189,2.36,111,1.39,78,28.75,47.50,23.75,1.10,23,38,19,88,116,1.45,165,2.06,-49,https://fm-base.co.uk/resources/6174/download?file=583003,Jurigag,4-1-3-2 narrow positive vertical tikitaka,4-1-3-2,22.4.1,15 March 2022
285,https://beta.fm-base.co.uk/tactics/22.4.1/4-1-4-1-positive-tiki-taka-586989-6342,45.63,33.75,20.63,1.57,73,54,33,252,271,1.69,234,1.46,37,57.50,20.00,22.50,1.95,46,16,18,156,158,1.98,97,1.21,61,33.75,47.50,18.75,1.20,27,38,15,96,113,1.41,137,1.71,-24,https://fm-base.co.uk/resources/6342/download?file=586989,Diego Baggio,4-1-4-1 Positive Tiki-Taka,4-1-4-1,22.4.1,18 May 2022
286,https://beta.fm-base.co.uk/tactics/22.4.1/hanleeo-4231-wrexham-585719-6253,45.00,32.50,22.50,1.57,72,52,36,252,297,1.86,258,1.61,39,66.25,16.25,17.50,2.16,53,13,14,173,189,2.36,86,1.07,103,23.75,48.75,27.50,0.99,19,39,22,79,108,1.35,172,2.15,-64,https://fm-base.co.uk/resources/6253/download?file=585719,hanleeo,Hanleeo 4231 Wrexham,4-2-3-1,22.4.1,22 April 2022
287,https://beta.fm-base.co.uk/tactics/22.4.1/diki-daka-the-new-direct-tiki-taka-581759-6143,45.63,33.75,20.63,1.57,73,54,33,252,337,2.11,274,1.71,63,66.25,20.00,13.75,2.13,53,16,11,170,215,2.69,106,1.32,109,25.00,47.50,27.50,1.02,20,38,22,82,122,1.52,168,2.10,-46,https://fm-base.co.uk/resources/6143/download?file=581759,TheTarrantino,Diki-Daka - The new direct Tiki-Taka,4-2-2-2,22.4.1,24 February 2022
288,https://beta.fm-base.co.uk/tactics/22.4.1/some-kind-of-monster-565346-5689,46.25,35.00,18.75,1.57,74,56,30,252,391,2.44,325,2.03,66,65.00,16.25,18.75,2.14,52,13,15,171,235,2.94,112,1.40,123,27.50,53.75,18.75,1.01,22,43,15,81,156,1.95,213,2.66,-57,https://fm-base.co.uk/resources/5689/download?file=565346,Ludsiffer,Some Kind Of Monster,4-1-3-2,22.4.1,13 December 2021
289,https://beta.fm-base.co.uk/tactics/22.4.1/phentanylspyce-4-3-3-v14-fiorentina-serie-a-first-season-94-pts-media-prediction-8th-578819-6081,47.50,37.50,15.00,1.57,76,60,24,252,340,2.13,324,2.02,16,61.25,23.75,15.00,1.99,49,19,12,159,195,2.44,127,1.59,68,33.75,51.25,15.00,1.16,27,41,12,93,145,1.81,197,2.46,-52,https://fm-base.co.uk/resources/6081/download?file=578819,magicnut,🏆🔥PhentanylSpyce 4-3-3 v1.4🔥🏆 Fiorentina serie A first season 94 pts media prediction 8th,4-3-3,22.4.1,1 February 2022
290,https://beta.fm-base.co.uk/tactics/22.4.1/ajax-4-3-3-dm-581739-6142,46.25,35.00,18.75,1.57,74,56,30,252,258,1.61,229,1.43,29,60.00,22.50,17.50,1.98,48,18,14,158,160,2.00,93,1.16,67,32.50,47.50,20.00,1.18,26,38,16,94,98,1.23,136,1.70,-38,https://fm-base.co.uk/resources/6142/download?file=581739,Postduif,AJAX 4-3-3 DM,4-1-2-2-1,22.4.1,24 February 2022
291,https://beta.fm-base.co.uk/tactics/22.4.1/unstoppable-total-football-4231-571322-5928,45.00,32.50,22.50,1.57,72,52,36,252,312,1.95,234,1.46,78,58.75,17.50,23.75,2.00,47,14,19,160,186,2.33,87,1.09,99,31.25,47.50,21.25,1.15,25,38,17,92,126,1.57,147,1.84,-21,https://fm-base.co.uk/resources/5928/download?file=571322,Tattic91,UNSTOPPABLE TOTAL FOOTBALL 4231,4-2-3-1-0,22.4.1,20 December 2021
292,https://beta.fm-base.co.uk/tactics/22.4.1/carlo-ancelottis-4-3-3-tactic-588928-6461,44.38,31.87,23.75,1.57,71,51,38,251,294,1.84,247,1.54,47,53.75,22.50,23.75,1.85,43,18,19,148,160,2.00,93,1.16,67,35.00,41.25,23.75,1.29,28,33,19,103,134,1.68,154,1.93,-20,https://fm-base.co.uk/resources/6461/download?file=588928,lightostekmegi,Carlo Ancelotti's 4-3-3 Tactic,4-1-2-2-1,22.4.1,18 May 2022
293,https://beta.fm-base.co.uk/tactics/22.4.1/massilia-fire-565523-5704,46.25,35.63,18.13,1.57,74,57,29,251,316,1.98,268,1.68,48,63.75,16.25,20.00,2.11,51,13,16,169,190,2.38,103,1.29,87,28.75,55.00,16.25,1.02,23,44,13,82,126,1.57,165,2.06,-39,https://fm-base.co.uk/resources/5704/download?file=565523,Tisba86,Massilia Fire,4-4-2,22.4.1,13 December 2021
294,https://beta.fm-base.co.uk/tactics/22.4.1/sheff-2-2022-569558-5859,45.00,33.13,21.88,1.57,72,53,35,251,323,2.02,282,1.76,41,51.25,23.75,25.00,1.79,41,19,20,143,165,2.06,108,1.35,57,38.75,42.50,18.75,1.35,31,34,15,108,158,1.98,174,2.17,-16,https://fm-base.co.uk/resources/5859/download?file=569558,steveleeds,sheff 2 2022,4-2-3-1,22.4.1,13 December 2021
295,https://beta.fm-base.co.uk/tactics/22.4.1/calcio-sambuca-590121-6462,45.00,33.75,21.25,1.56,72,54,34,250,343,2.14,315,1.97,28,57.50,26.25,16.25,1.89,46,21,13,151,193,2.41,131,1.64,62,32.50,41.25,26.25,1.24,26,33,21,99,150,1.88,184,2.30,-34,https://fm-base.co.uk/resources/6462/download?file=590121,carmeloanthony0015,Calcio Sambuca,4-1-1-1-3,22.4.1,31 May 2022
296,https://beta.fm-base.co.uk/tactics/22.4.1/i-think-i-have-a-tactic-miracolo-583740-6185,47.50,38.75,13.75,1.56,76,62,22,250,357,2.23,296,1.85,61,68.75,18.75,12.50,2.19,55,15,10,175,223,2.79,106,1.32,117,26.25,58.75,15.00,0.94,21,47,12,75,134,1.68,190,2.38,-56,https://fm-base.co.uk/resources/6185/download?file=583740,LíquidoOcelote,I think I have a tactic: MIRACOLO,4-1-2-2-1,22.4.1,15 March 2022
297,https://beta.fm-base.co.uk/tactics/22.4.1/whats-in-the-box-588792-6455,45.00,34.38,20.63,1.56,72,55,33,249,351,2.19,299,1.87,52,63.75,16.25,20.00,2.11,51,13,16,169,209,2.61,114,1.43,95,26.25,52.50,21.25,1.00,21,42,17,80,142,1.77,185,2.31,-43,https://fm-base.co.uk/resources/6455/download?file=588792,Vendetta10,what´s in the box?,4-2-3-1,22.4.1,18 May 2022
298,https://beta.fm-base.co.uk/tactics/22.4.1/non-beta-sharp-counters-defensive-3-5-2-566701-5767,45.00,34.38,20.63,1.56,72,55,33,249,272,1.70,228,1.43,44,61.25,16.25,22.50,2.06,49,13,18,165,158,1.98,81,1.01,77,28.75,52.50,18.75,1.05,23,42,15,84,114,1.43,147,1.84,-33,https://fm-base.co.uk/resources/5767/download?file=566701,cptdoggo,"[NON-BETA] Sharp Counters, Defensive 3-5-2",5-1-2-2,22.4.1,13 December 2021
299,https://beta.fm-base.co.uk/tactics/22.4.1/solid-tct-4-3-2-1-and-4-6-0-567027-5691,45.00,35.00,20.00,1.55,72,56,32,248,344,2.15,299,1.87,45,65.00,17.50,17.50,2.13,52,14,14,170,215,2.69,100,1.25,115,25.00,52.50,22.50,0.97,20,42,18,78,129,1.61,199,2.49,-70,https://fm-base.co.uk/resources/5691/download?file=567027,Krovsky,Solid TCT» 4-3-2-1 and 4-6-0,4-3-2-1,22.4.1,13 December 2021
300,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-4-narrow-press-575427-6007,45.63,36.25,18.13,1.55,73,58,29,248,297,1.86,257,1.61,40,67.50,20.00,12.50,2.15,54,16,10,172,188,2.35,106,1.32,82,23.75,52.50,23.75,0.95,19,42,19,76,109,1.36,151,1.89,-42,https://fm-base.co.uk/resources/6007/download?file=575427,Gersch,4-2-4 Narrow Press,4-2-2-2,22.4.1,10 January 2022
301,https://beta.fm-base.co.uk/tactics/22.4.1/523-gegen-press-579822-5965,45.63,36.88,17.50,1.54,73,59,28,247,316,1.98,272,1.70,44,53.75,30.00,16.25,1.77,43,24,13,142,161,2.01,106,1.32,55,37.50,43.75,18.75,1.31,30,35,15,105,155,1.94,166,2.08,-11,https://fm-base.co.uk/resources/5965/download?file=579822,Krovsky,523 - GeGen press,5-2-1-2,22.4.1,11 February 2022
302,https://beta.fm-base.co.uk/tactics/22.4.1/the-saviour-582844-6167,43.13,31.87,25.00,1.54,69,51,40,247,274,1.71,213,1.33,61,55.00,18.75,26.25,1.91,44,15,21,153,148,1.85,83,1.04,65,31.25,45.00,23.75,1.18,25,36,19,94,126,1.57,130,1.63,-4,https://fm-base.co.uk/resources/6167/download?file=582844,CVP87,The Saviour,4-1-2-2-1,22.4.1,7 March 2022
303,https://beta.fm-base.co.uk/tactics/22.4.1/5-1-3-1-attacking-gegenpress-wcb-578732-6077,43.75,33.75,22.50,1.54,70,54,36,246,327,2.04,274,1.71,53,58.75,23.75,17.50,1.94,47,19,14,155,181,2.26,105,1.31,76,28.75,43.75,27.50,1.14,23,35,22,91,146,1.82,169,2.11,-23,https://fm-base.co.uk/resources/6077/download?file=578732,Jezza358,5-1-3-1 Attacking Gegenpress WCB,5-1-3-1,22.4.1,1 February 2022
304,https://beta.fm-base.co.uk/tactics/22.4.1/523-gegen-press-573855-5965,46.25,38.75,15.00,1.54,74,62,24,246,276,1.73,221,1.38,55,67.50,20.00,12.50,2.15,54,16,10,172,179,2.24,73,0.91,106,25.00,57.50,17.50,0.93,20,46,14,74,97,1.21,148,1.85,-51,https://fm-base.co.uk/resources/5965/download?file=573855,Krovsky,523 - GeGen press,5-2-2-1,22.4.1,4 January 2022
305,https://beta.fm-base.co.uk/tactics/22.4.1/test-587427-6368,42.50,31.87,25.62,1.53,68,51,41,245,309,1.93,261,1.63,48,57.50,21.25,21.25,1.94,46,17,17,155,171,2.14,106,1.32,65,27.50,42.50,30.00,1.13,22,34,24,90,138,1.73,155,1.94,-17,https://fm-base.co.uk/resources/6368/download?file=587427,smiley262,test,4-1-2-2-1,22.4.1,18 May 2022
306,https://beta.fm-base.co.uk/tactics/22.4.1/tuchel-copy-paste-ucl-final-343-572882-5957,42.50,31.87,25.62,1.53,68,51,41,245,276,1.73,204,1.27,72,60.00,18.75,21.25,2.01,48,15,17,161,179,2.24,71,0.89,108,25.00,45.00,30.00,1.05,20,36,24,84,97,1.21,133,1.66,-36,https://fm-base.co.uk/resources/5957/download?file=572882,vladpony,Tuchel Copy - Paste UCL FInal 343,5-2-2-1,22.4.1,29 December 2021
307,https://beta.fm-base.co.uk/tactics/22.4.1/41500-572833-5955,43.75,35.00,21.25,1.52,70,56,34,244,342,2.14,281,1.76,61,61.25,15.00,23.75,2.08,49,12,19,166,230,2.88,101,1.26,129,26.25,55.00,18.75,0.97,21,44,15,78,112,1.40,180,2.25,-68,https://fm-base.co.uk/resources/5955/download?file=572833,cragswfc,41500,4-1-5-0,22.4.1,29 December 2021
308,https://beta.fm-base.co.uk/tactics/22.4.1/team-play-and-good-results-582027-6151,43.13,34.38,22.50,1.52,69,55,36,243,287,1.79,214,1.34,73,57.50,21.25,21.25,1.94,46,17,17,155,181,2.26,90,1.13,91,28.75,47.50,23.75,1.10,23,38,19,88,106,1.32,124,1.55,-18,https://fm-base.co.uk/resources/6151/download?file=582027,cmfmlovely,Team Play and Good Results,4-2-1-2-1,22.4.1,27 February 2022
309,https://beta.fm-base.co.uk/tactics/22.4.1/title-winning-everton-tactic-588329-6423,44.38,33.13,22.50,1.56,71,53,36,249,284,1.77,258,1.61,26,47.50,23.75,28.75,1.71,38,19,23,137,151,1.89,104,1.30,47,41.25,42.50,16.25,1.40,33,34,13,112,133,1.66,154,1.93,-21,https://fm-base.co.uk/resources/6423/download?file=588329,Pa13lo,Title winning Everton Tactic,4-1-2-2-1,22.4.1,18 May 2022
310,https://beta.fm-base.co.uk/tactics/22.4.1/roman-empire-4312-588636-6445,45.00,36.25,18.75,1.54,72,58,30,246,325,2.03,284,1.77,41,58.75,23.75,17.50,1.94,47,19,14,155,187,2.34,118,1.48,69,31.25,48.75,20.00,1.14,25,39,16,91,138,1.73,166,2.08,-28,https://fm-base.co.uk/resources/6445/download?file=588636,DazzieK,Roman Empire 4312,4-3-1-2,22.4.1,18 May 2022
311,https://beta.fm-base.co.uk/tactics/22.4.1/tactic-586150-6275,46.88,40.00,13.13,1.54,75,64,21,246,356,2.23,323,2.02,33,51.25,32.50,16.25,1.70,41,26,13,136,187,2.34,143,1.79,44,42.50,47.50,10.00,1.38,34,38,8,110,169,2.11,180,2.25,-11,https://fm-base.co.uk/resources/6275/download?file=586150,razenjeborec,tactic,4-2-2-2,22.4.1,22 April 2022
312,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-3-1-jaygen-gegen-press-w-attacking-and-defensive-balance-576654-6037,46.88,40.00,13.13,1.54,75,64,21,246,347,2.17,325,2.03,22,58.75,25.00,16.25,1.93,47,20,13,154,191,2.39,132,1.65,59,35.00,55.00,10.00,1.15,28,44,8,92,156,1.95,193,2.41,-37,https://fm-base.co.uk/resources/6037/download?file=576654,jlevy429,4-2-3-1 JayGen Gegen Press w/ Attacking and Defensive Balance,4-2-3-1,22.4.1,18 January 2022
313,https://beta.fm-base.co.uk/tactics/22.4.1/4-2-3-1-2xcarillero-strikerforce-588298-6422,45.00,36.88,18.13,1.53,72,59,29,245,305,1.91,297,1.86,8,57.50,26.25,16.25,1.89,46,21,13,151,165,2.06,111,1.39,54,32.50,47.50,20.00,1.18,26,38,16,94,140,1.75,186,2.33,-46,https://fm-base.co.uk/resources/6422/download?file=588298,Tofu2g4,4-2-3-1 2xCarillero StrikerForce,4-2-3-1,22.4.1,18 May 2022
314,https://beta.fm-base.co.uk/tactics/22.4.1/karisa-roma-4-6-0-no-striker-566735-5771,44.38,35.63,20.00,1.53,71,57,32,245,284,1.77,251,1.57,33,55.00,23.75,21.25,1.86,44,19,17,149,159,1.99,83,1.04,76,33.75,47.50,18.75,1.20,27,38,15,96,125,1.56,168,2.10,-43,https://fm-base.co.uk/resources/5771/download?file=566735,karisa,Karisa-Roma 4-6-0 No Striker,4-1-2-3-0,22.4.1,13 December 2021
315,https://beta.fm-base.co.uk/tactics/22.4.1/aggressive-narrow-433-586246-6278,43.13,33.75,23.13,1.52,69,54,37,244,377,2.36,339,2.12,38,61.25,16.25,22.50,2.06,49,13,18,165,215,2.69,127,1.59,88,25.00,51.25,23.75,0.99,20,41,19,79,162,2.02,212,2.65,-50,https://fm-base.co.uk/resources/6278/download?file=586246,PassIntoSpace,Aggressive Narrow 433,4-3-3,22.4.1,22 April 2022
316,https://beta.fm-base.co.uk/tactics/22.4.1/havetz-ball-5-3-2-wide-cb-586230-6277,46.25,40.00,13.75,1.52,74,64,22,244,333,2.08,300,1.88,33,62.50,21.25,16.25,2.04,50,17,13,163,192,2.40,101,1.26,91,30.00,58.75,11.25,1.01,24,47,9,81,141,1.76,199,2.49,-58,https://fm-base.co.uk/resources/6277/download?file=586230,tacticdog,Havetz BALL 5 3 2 wide CB,5-2-3,22.4.1,22 April 2022
317,https://beta.fm-base.co.uk/tactics/22.4.1/fm22-4-4-1-1-spartan-v-1-565418-5696,45.00,37.50,17.50,1.52,72,60,28,244,302,1.89,257,1.61,45,58.75,22.50,18.75,1.95,47,18,15,156,176,2.20,99,1.24,77,31.25,52.50,16.25,1.10,25,42,13,88,126,1.57,158,1.98,-32,https://fm-base.co.uk/resources/5696/download?file=565418,lisa-,fm22 (4-4-1-1) @spartan@ v-1,4-4-1-1,22.4.1,13 December 2021
318,https://beta.fm-base.co.uk/tactics/22.4.1/433-vertikill-tikitaka-bad-pun-ik-574458-5989,43.75,35.00,21.25,1.52,70,56,34,244,272,1.70,235,1.47,37,48.75,30.00,21.25,1.68,39,24,17,134,140,1.75,104,1.30,36,38.75,40.00,21.25,1.38,31,32,17,110,132,1.65,131,1.64,1,https://fm-base.co.uk/resources/5989/download?file=574458,y0ungj,433 vertiKILL tikitaka (bad pun ik),4-1-2-2-1,22.4.1,6 January 2022
319,https://beta.fm-base.co.uk/tactics/22.4.1/the-echtelion-4-3-3-203-goals-cross-all-tournaments-577447-6054,43.75,35.63,20.63,1.52,70,57,33,243,296,1.85,246,1.54,50,65.00,21.25,13.75,2.09,52,17,11,167,183,2.29,90,1.13,93,22.50,50.00,27.50,0.95,18,40,22,76,113,1.41,156,1.95,-43,https://fm-base.co.uk/resources/6054/download?file=577447,Echtelion,The Echtelion - 4-3-3 - 203 goals 'cross all tournaments,4-1-2-2-1,22.4.1,24 January 2022
320,https://beta.fm-base.co.uk/tactics/22.4.1/433-narrow-tm-569539-5857,44.38,36.88,18.75,1.52,71,59,30,243,350,2.19,321,2.01,29,61.25,20.00,18.75,2.02,49,16,15,162,204,2.55,122,1.52,82,27.50,53.75,18.75,1.01,22,43,15,81,146,1.82,199,2.49,-53,https://fm-base.co.uk/resources/5857/download?file=569539,Reidar84,433 narrow TM,4-3-3,22.4.1,13 December 2021
